OBJECTID,FID_,id,site_name,continent,country,latitude,longitude,year_opera,year_shut_,main_mar_t,specific_m,link_to_do,influent_s,final_use,main_objec,reference_,wgs84,wgs84_X,wgs84_Y,RASTERVALU
492,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a80,576,Samorin,Europe,Slovakia,48.03218,17.31445,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Maximize Natural Storage,"Grischek, T., Schoenheinz, D., Worch, E., Hiscock, K., 2002. Bank-Filtration in Europe - An overview of Aquifer Conditions and hydraulic Controls, in: Dillon, P. (Ed.), Management of aquifer recharge for sustainabily, p. p. 488.",17.31445 48.03218,48.03218,17.31445,207.0740051
493,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a81,5,Abu Rawash,Africa,Egypt,29.677871,31.236138,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Reclaimed wastewater,no data,Water Quality Management,"Arabi, N. E. 2011. Artificial Recharge in Egypt Extending the Practice to Soil Aquifer Treatment (SAT). Conference talk presented at the Second Arab Water Forum, November, Cairo, Egypt.",31.236138 29.677871,29.677871,31.236138,
494,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a82,1142,Oakes – recharge test 1 & 2,North America,USA,46.126103,-98.094266,1986,1987,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Agricultural,no data,"<a href='https://pubs.usgs.gov/wri/1989/4122/report.pdf' target='_blank'>Huff, G. F., and J. D. Wald. 1989. Geochemistry of Artificial-Recharge Tests in the Oakes Aquifer near Oakes, Southeastern North Dakota. 89-4122. Water-Resources Investigations Repo",-98.094266 46.126103,0,0,165.2466736
495,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a83,163,HuaiHai Lu DongDuan,Asia,China,31.224633,121.479031,2009,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Groundwater,Ecological,Physical Aquifer Management,"Qu, C.-S., J.-S. Wang, Y.-M. Zhu, and Y. Huang. 2012. Analysis and calculation of subsidence of foundation engineering based on shallow groundwater injection (in Chinese: 基于浅层地下水回灌的基坑工程沉降防治分析与计算). Hydrogeolog",121.479031 31.224633,0,0,399.7593384
496,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a84,37,Hermanus,Africa,South Africa,-34.418697,19.234465,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,Storm water,Domestic,Maximize Natural Storage,"<a href='http://www.artificialrecharge.co.za/casestudies/Activity_No_36Report_26_RM_161210_low%20res.pdf' target='_blank'>Murray, R., and P. Ravenscroft. 2010. Potential Artificial Recharge Schemes: Planning for Implementation. Pretoria, South Africa: De",19.234465 -34.418697,-34.418697,19.234465,202.9900055
497,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a85,631,North London Artificial Recharge Scheme (NLARS),Europe,United Kingdom,51.670883,-0.398229,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,Tap water,Domestic,Physical Aquifer Management,"Harris, S.J., Adams, M.J., Jones, M.A., 2005. NLARS: Evolution of an artificial recharge scheme, ISMAR5, Berlin.",-0.398229 51.670883,51.670883,-0.398229,
498,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a86,784,Fazenda Rompe,South America,Brasil,-11.46667,-40.2333,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,River water,Agricultural,Maximize Natural Storage,"<a href='http://www.aba-agroecologia.org.br/revistas/index.php/rbagroecologia/article/view/7154' target='_blank'>Ferreira, G. B., C. E. S. Mendonça, V. C. Chaves, C. A. T. Gava, M. S. L. da Silva, and V. G. Petrere. 2007. Barragem Subterrânea: uma alte",-51.69997,0,0,7.817333221
499,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a87,441,Neckaraue,Europe,Germany,48.693,9.118,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),no data,Domestic,no data,"Furrer, R., Fleig, M., Brauch, H.J., 2000. Wasserförderung und -aufbereitung im Rheineinzugsgebiet. Rheinthemen 2.",9.118 48.693,48.693,9.118,491.6373291
500,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a88,513,Leiduin IP1-2,Europe,Netherlands,52,5,1998,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,River water,Domestic,Water Quality Management,"Stuyfzand, P.J., Nienhuis, P., Antoniou, A., Zuurbier, K., 2012. Haalbaarheid van ondergrondse berging via A(S/T)R in Hollands kustduinen.",5 52,52,5,
501,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a89,136,"Bayizhen,",Asia,China,41.618709,123.297754,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Storm water,Domestic,Maximize Natural Storage,"Su, D., G. Liu, and T. Shong. 1996. A discussion on groundwater back- pour in Shenyang areas (in Chinese: 沈阳地区人工回灌地下水的几点探讨). Journal of Shenyang Agricultural University 12 (52-54): 3.",123.297754 41.618709,0,0,316.8080139
502,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a8a,709,Caddadup WWTP,Oceania,Australia,-32.616839,115.631538,2005,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Reclaimed wastewater,Domestic,Ecological Benefits,"<a href='http://www.clw.csiro.au/publications/waterforahealthycountry/2010/wfhc-artificial-recharge-potential-perth.pdf' target='_blank'>Smith, A. J., and D. W. Pollock. 2010. Artificial Recharge Potential of the Perth Region Superficial Aquifer: Lake Pr",115.631538 -32.616839,0,0,
503,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a8b,97,Guangrao Xian,Asia,China,37.034389,118.435146,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,River water,Domestic,Physical Aquifer Management,"Liu, G., C.-X. Ma, B.-X. Zhang, and J.-K. Li. 2004. Groundwater recharge mode and demonstration (in Chinese: 地下水回灌补源模式研究与示范). Water Resources and Hydropower Engineering 35 (2): 57–59.",118.435146 37.034389,0,0,182.8006592
504,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a8c,935,Sayreville Ponds 1 & 2,North America,USA,40.437961,-74.335887,1973,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Storm water,Domestic,Physical Aquifer Management,"Pucci, A. A. 1994. Artificial Recharge and Ground-Water Resources Evaluation Repults, Northern Coastal Plain of New Jersey. In Proceedings of the Focus Conference on Eastern Regional Ground Water, 489–504. Burlington, Vermont: NGWA. info.ngwa.org/GWOL/",-74.335887 40.437961,40.437961,-74.335887,639.166687
505,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a8d,1150,Louisville Riverbank Filtration,North America,USA,38.35937,-85.62856,1999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,no data,no data,"<a href='www.soulstatic.com/NATORBF/papers/hubbs/hubbscasehistory.pdf' target='_blank'>Hubbs, S., and T. Caldwell. 2004. Clogging in Louisville presented at the NATO Advanced Research Workshop - Riverbank Filtration Hydrology: Impacts on System Capacity",-85.62856 38.35937,38.35937,-85.62856,579.1306763
506,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a8e,1015,Edwards Aquifer Authority Recharge Program,North America,USA,29.468326,-98.516913,1974,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Domestic,Maximize Natural Storage,"Bouwer, H., and AWWA Research Foundation, eds. 2008. Design, Operation, and Maintenance for Sustainable Underground Storage Facilities. Denver, Colo. : [London]: Awwa Research Foundation : distributed by American Water Works Association ; distribut",-98.516913 29.468326,0,0,241.4633331
507,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a8f,763,CE Caatinga BS II,South America,Brasil,-7.803995,-38.959114,-9999,-9999,In-Channel Modification,Subsurface Dam,<a href='https://inowas.com/mar-methods/subsurface-dams/' target='_blank'>Subsurface dams</a>,River water,Agricultural,Maximize Natural Storage,"<a href='http://revistas.aba-agroecologia.org.br/index.php/rbagroecologia/article/view/7092/5217' target='_blank'>Oliveira, A. K. C. de, M. S. L. da Silva, C. C. E. S. E. S. Mendonça, G. B. Ferreira, V. C. Chaves, and D. J. Silva. 2007. Avaliação qual",-46.763109,0,0,185.2819977
508,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a90,653,Edinburgh Park South,Oceania,Australia,-34.707798,138.650778,2003,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Storm water,no data,Maximize Natural Storage,"<a href='http://www.goyderinstitute.org/_r113/media/system/attrib/file/104/Public%20Health%20Risk%20Assessment%20Final%20Report%20June%202014%20%282%29.pdf' target='_blank'>Page, D., D. González, P. Dillion, J. Vanderzalm, G. Vadakattu, S. Toze, J. Sidh",138.650778 -34.707798,0,0,
509,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a91,519,Ijsselstein,Europe,Netherlands,52.02166,5.040665,1911,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Water Quality Management,"Stuyfzand, P.J., Doomen, A., 2004. The Dutch experience with MARS (Managed Aquifer Recharge and Storage) - A review of facilities, techniques and tools.",5.040665 52.02166,52.02166,5.040665,
510,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a92,462,Siegniederung,Europe,Germany,50.8,7.207,-9999,-9999,Induced Bank Filtration,Bank filtration,<a href='https://inowas.com/mar-methods/induced-bank-filtration/' target='_blank'>River/lake bank filtration</a><br><a href='https://inowas.com/mar-methods/dune-filtration/' target='_blank'>Dune filtration</a>,River water,Domestic,Water Quality Management,"Furrer, R., Fleig, M., Brauch, H.J., 2000. Wasserförderung und -aufbereitung im Rheineinzugsgebiet. Rheinthemen 2.",7.207 50.8,50.8,7.207,
511,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a93,1062,City of North Las Vegas,North America,USA,36.244993,-115.110595,1990,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Lake water,no data,no data,"<a href='http://www.asrforum.com/picturepages/OperASRUS052404.pdf' target='_blank'>Pyne, R. D. G. 2004. Known Operating ASR Systems in the United States (as of May 2004). ASR Systems LLC. http://www.asrforum.com/picturepages/OperASRUS052404.pdf</a>",-115.110595 36.244993,0,0,59.20199966
512,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a94,726,Mulgildie Weir (Three Moon Creek),Oceania,Australia,-25.0189,151.092984,1952,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Agricultural,Maximize Natural Storage,<a href='http://www.qca.org.au/Water/Rural/SunWater-s-Irrigation-Prices/Bulk-water-supply-schemes/Three-Moon-Creek/Final-Report/Three-Moon-Creek#finalpos.' target='_blank'>SunWater. 2012. Three Moon Creek Water Supply Scheme. SunWater Irrigation Price Re,151.092984 -25.0189,0,0,156.043335
513,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a95,191,N/A,Asia,China,40.073906,109.80943,2009,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),Reclaimed wastewater,no data,no data,"Xu, M., X. Liang, and S.-H. Liu. 2012. Characteristics of Heavy MetaI PoIIution in Groundwater by Reclaimed Water Recharging (in Chinese: 再生水回灌条件下地下水重金属污染特征). Yellow River 34 (6): 89–93. doi:10.3969/j.issn.1000-1379.",109.80943 40.073906,0,0,56.19466782
514,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a96,661,Globe Derby Park,Oceania,Australia,-34.7946624,138.5910467,2013,-9999,"Well, Shaft and Borehole Recharge",Aquifer storage and recovery,<a href='https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/' target='_blank'>ASR</a>/<a href='https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/' target='_blank'>ASTR</a>,Storm water,Domestic,Ecological Benefits,"<a href='http://www.goyderinstitute.org/_r113/media/system/attrib/file/104/Public%20Health%20Risk%20Assessment%20Final%20Report%20June%202014%20%282%29.pdf' target='_blank'>Page, D., D. González, P. Dillion, J. Vanderzalm, G. Vadakattu, S. Toze, J. Sidh",138.5910467 -34.7946624,0,0,
515,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a97,744,Carpendale Weir  (Lockyer Valley),Oceania,Australia,-27.571747,152.156704,-9999,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Ecological,Maximize Natural Storage,<a href='https://qldgov.softlinkhosting.com.au/liberty/opac/search.do?mode=BASIC&corporation=DERM&limit=All&action=search&anonymous=true&queryTerm=Soils+and+irrigated+land+suitability+of+the+Lockyer+Valley+alluvial+plains%2C+South-East+Queensland&resourc,152.156704 -27.571747,0,0,328.697998
516,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a98,427,Ketwig,Europe,Germany,51.364,6.929,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Domestic,Management of Water Distribution Systems,"Furrer, R., Fleig, M., Brauch, H.J., 2000. Wasserförderung und -aufbereitung im Rheineinzugsgebiet. Rheinthemen 2.",6.929 51.364,51.364,6.929,
517,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a99,1153,Southern Avra Valley Storage and Recovery Project (SAVSARP),North America,USA,32.176115,-111.224246,-9999,-9999,Spreading Methods,Infiltration basin,<a href='https://inowas.com/mar-methods/infiltration-ponds-and-basins/' target='_blank'>Infiltration ponds</a> (<a href='https://inowas.com/mar-methods/soil-aquifer-treatment-sat/' target='_blank'>SAT</a>),River water,Domestic,Physical Aquifer Management,"<a href='https://www.tucsonaz.gov/water/savsarp' target='_blank'>Southern Avra Valley Storage and Recovery Project (SAVSARP). 2015. City of Tuscon. https://www.tucsonaz.gov/water/savsarp (accessed October 18, 2015).</a>",-111.224246 32.176115,0,0,42.61800003
518,globalmar_202005_02_MAR_influentsource.fid--6d6ccaee_171ff1a6a80_1a9a,328,Barka,Asia,Oman,23.59447,57.92953,2010,-9999,In-Channel Modification,Check dam,<a href='https://inowas.com/mar-methods/recharge-dams/' target='_blank'>Recharge dams</a>,River water,Agricultural,Physical Aquifer Management,"Abdalla, O. A. E., and A. S. Al-Rawahi. 2013. Groundwater Recharge Dams in Arid Areas as Tools for Aquifer Replenishment and Mitigating Seawater Intrusion: Example of AlKhod, Oman. Environmental Earth Sciences 69 (6): 1951–1962. doi:10.1007/s12665-012-",57.92953 23.59447,23.59447,57.92953,
